1,20.1
2,20.1
3,20.1
4,20.1
5,20.2
6,20.2
7,19.3
8,25.2
9,29.5
10,34.1
11,36.4
12,38.4
13,40.1
14,42.4
15,43.8
16,44.9
17,46.0
18,47.5
19,48.4
20,49.2
21,50.1
22,51.1
23,51.8
24,52.5
25,53.1
26,54.0
27,54.6
28,55.1
29,55.7
30,56.4
31,57.0
32,57.6
33,58.1
34,58.6
35,59.2
36,59.8
37,60.1
38,60.5
39,56.9
40,53.2
41,50.4
42,47.9
43,45.1
44,43.5
45,42.2
46,41.1
47,39.1
48,37.6
49,36.2
50,35.3
51,34.5
52,34.1
53,33.4
54,32.9
55,32.2
56,31.9
57,31.6
58,31.2
59,30.7
60,30.4
